id,name,url,datetime,price,where,image_url,lat,lng
7284256811,"Dolores Park studio with patio,, $500 move in credit",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-dolores-park-studio-with/7284256811.html,2021-03-21 13:03,"$1,850",mission district,https://images.craigslist.org/00404_4wsD30PYknPz_0ak07K_600x450.jpg,37.76568,-122.426482
7291842064,$1500 1BR/1BA in beautiful Duboce apt [3BR 2BA],https://sfbay.craigslist.org/sfc/apa/d/san-francisco-br-1ba-in-beautiful/7291842064.html,2021-03-15 12:21,"$1,500",lower haight,https://images.craigslist.org/01515_kNrwKVfPRIgz_0CI0t2_600x450.jpg,37.767595,-122.431191
7294118548,Large cyclist's special,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-cyclists-special/7294118548.html,2021-03-19 22:09,"$1,995",lower haight,https://images.craigslist.org/00A0A_li2A6I6pHTez_0CI0sV_600x450.jpg,37.77158,-122.434323
7294599830,Great Mission Studio -   - Inner Mission near everything,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-mission-studio/7294599830.html,2021-03-20 20:02,"$1,995",mission district,https://images.craigslist.org/00r0r_abcsui8JVZs_09u0aU_600x450.jpg,37.768917,-122.420225
7279891957,"Cozy One Bedroom in ""Baja"" Noe",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-cozy-one-bedroom-in-baja/7279891957.html,2021-03-15 13:26,"$1,995",mission district,https://images.craigslist.org/01414_7UIFEod8Tmmz_0t20t2_600x450.jpg,37.7509,-122.4153
7293475560,Room for rent in a 2 bedroom 1 bathroom apartment near Dolores!,https://sfbay.craigslist.org/sfc/apa/d/room-for-rent-in-2-bedroom-bathroom/7293475560.html,2021-03-18 15:36,"$1,700",mission district,https://images.craigslist.org/00U0U_ghmL6rUbUAiz_0gw0b0_600x450.jpg,37.7509,-122.4153
7294059127,"New low price for Inner Mission, charming and sunny  unit on 3rd floor",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-low-price-for-inner/7294059127.html,2021-03-19 18:04,"$1,700",mission district,https://images.craigslist.org/00w0w_1jOczqDSKNF_0t20t2_600x450.jpg,37.768915,-122.415613
7286855476,BEAUTIFUL GARDEN APARTMENT,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-garden-apartment/7286855476.html,2021-03-19 21:20,"$1,895",mission district,https://images.craigslist.org/00O0O_3PeX8eSrIRAz_0CI0t2_600x450.jpg,37.754312,-122.410708
7293956377,Bernal Heights In-law apartment,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bernal-heights-in-law/7293956377.html,2021-03-19 14:21,"$1,800",bernal heights,https://images.craigslist.org/00L0L_kndGC6taRdjz_0oo0ww_600x450.jpg,37.743825,-122.418912
7285244838,1 BED 1 BATH with Parking in the Mission,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bed-bath-with-parking-in/7285244838.html,2021-03-18 16:31,"$2,000",mission district,https://images.craigslist.org/00X0X_6YBJ5iNEA8tz_0CI0rx_600x450.jpg,37.7725,-122.4147
7288134595,Dolores Park Studio with patio...$500 move in credit,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-dolores-park-studio-with/7288134595.html,2021-03-19 10:26,"$1,850",mission district,https://images.craigslist.org/00Q0Q_6fPBbnJCfGcz_07K0ak_600x450.jpg,37.7725,-122.4147
7294691074,Welcome to the Basilica Lofts.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-welcome-to-the-basilica/7294691074.html,2021-03-21 07:15,"$2,000",San Francisco,https://images.craigslist.org/01010_ixQQtdkZjjRz_0aJ077_600x450.jpg,37.780741,-122.437736
7288441545,Large Studio Central to USF and UCSF,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-studio-central-to/7288441545.html,2021-03-21 12:40,"$1,800",USF / panhandle,https://images.craigslist.org/01717_86pin2JnFMVz_0co0gw_600x450.jpg,37.774309,-122.458371
7294233039,Howard / 7th one bedroom.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-howard-7th-one-bedroom/7294233039.html,2021-03-20 08:01,"$1,800",SOMA / south beach,https://images.craigslist.org/01313_1SAzNwqVpZyz_0CI0t2_600x450.jpg,37.778343,-122.408925
7294233223,Howard / 7th one bedroom.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-howard-7th-one-bedroom/7294233223.html,2021-03-20 08:01,"$1,800",SOMA / south beach,https://images.craigslist.org/01313_1SAzNwqVpZyz_0CI0t2_600x450.jpg,37.778343,-122.408925
7294233436,Howard / 7th one bedroom.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-howard-7th-one-bedroom/7294233436.html,2021-03-20 08:01,"$1,800",SOMA / south beach,https://images.craigslist.org/01313_1SAzNwqVpZyz_0CI0t2_600x450.jpg,37.778343,-122.408925
7294233648,Howard / 7th one bedroom.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-howard-7th-one-bedroom/7294233648.html,2021-03-20 08:02,"$1,800",SOMA / south beach,https://images.craigslist.org/01313_1SAzNwqVpZyz_0CI0t2_600x450.jpg,37.778343,-122.408925
7292986982,3 Months Free! Remodeled 1 Bedroom available now!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-months-free-remodeled/7292986982.html,2021-03-17 16:20,"$1,583",SOMA / south beach,https://images.craigslist.org/00v0v_XqWWnbiLpXz_0CI0pO_600x450.jpg,37.780181,-122.409709
7294770063,Spacious one bedroom with self guided tour available,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-one-bedroom-with/7294770063.html,2021-03-21 09:39,"$1,899",downtown / civic / van ness,https://images.craigslist.org/00t0t_2aEVEugBQxP_0CI0lM_600x450.jpg,37.785199,-122.419152
7291754187,Remodeled Top Floor Flat,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-top-floor-flat/7291754187.html,2021-03-15 10:18,"$1,700",SOMA / south beach,https://images.craigslist.org/00I0I_6lFb73fCz02z_0ku0eq_600x450.jpg,37.7798,-122.408157
7289694525,QUIET GARDEN VIEW! LARGE JUNIOR ONE BEDROOM PET FRIENDLY!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quiet-garden-view-large/7289694525.html,2021-03-18 08:41,"$1,595",downtown / civic / van ness,https://images.craigslist.org/00n0n_cmYctJRBn8cz_0t20CI_600x450.jpg,37.785376,-122.41626
7293932822,Move-In Special for your 1 Bedroom Home!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-move-in-special-for-your/7293932822.html,2021-03-19 13:48,"$1,595",lower nob hill,https://images.craigslist.org/00X0X_d7cWHPmIkhx_0CI0pO_600x450.jpg,37.7871,-122.417786
7279769818,1BR/1BA Top floor Remodeled Apartment w/city views- ONE MONTH FREE!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1br-1ba-top-floor/7279769818.html,2021-03-15 15:37,"$1,995",lower nob hill,https://images.craigslist.org/01414_gwbim77JKljz_07K0ak_600x450.jpg,37.789004,-122.417882
